11.701 -8902
11.791 -8952
11.851 -8953
11.941 -8914
12.031 -8867
12.121 -8903
12.211 -8944
12.301 -8989
12.391 -8961
12.482 -9606
12.571 -21019
12.661 -47821
12.751 -63154
12.811 -65712
12.901 -64120
12.991 -64026
13.111 -64038
13.171 -64031
13.261 -64050
13.351 -63985
13.441 -64000
13.531 -64034
13.621 -64035
13.711 -64015
13.771 -63971
13.861 -64010
13.951 -63996
14.071 -63998
14.161 -64007
14.222 -64024
14.311 -64022
14.431 -64036
14.491 -64002
14.581 -63953
14.671 -63970
14.731 -64033
14.821 -64050
14.912 -64051
15.001 -64037
15.121 -64048
15.182 -64072
15.272 -64073
15.361 -64042
15.452 -64022
15.542 -64031
15.631 -64014
15.691 -64008
15.811 -64001
15.871 -64014
15.961 -63967
16.051 -64005
16.141 -64009
16.232 -64026
16.321 -63985
16.411 -63987
16.501 -64030
16.561 -64043
16.651 -64026
16.741 -63998
16.861 -64004
16.921 -64032
17.011 -64059
17.101 -65403
17.192 -69558
17.282 -72016
17.371 -73884
17.491 -76390
17.552 -78294
17.612 -79959
17.701 -81329
17.791 -82685
17.881 -84468
17.972 -86540
18.091 -88233
18.151 -89983
18.242 -91411
18.332 -92964
18.421 -94669
18.482 -96167
18.602 -97570
18.662 -98861
18.751 -99977
18.872 -101031
18.932 -102175
19.022 -103336
19.112 -104453
19.202 -105585
19.292 -106740
19.382 -107815
19.442 -108734
19.561 -109621
19.622 -110661
19.712 -111647
19.802 -112856
19.892 -114010
19.982 -115102
20.072 -116019
20.162 -116875
20.252 -117595
20.342 -118109
20.402 -118183
20.492 -118083
20.582 -118003
20.672 -117889
20.762 -117888
20.852 -117923
20.942 -117919
21.032 -117958
21.122 -117937
21.212 -117984
21.302 -117973
21.362 -65537
21.842 -117913
21.932 -117932
22.052 -118005
22.112 -119244
22.202 -122323
22.292 -126220
22.382 -129306
22.472 -131451
22.532 -133349
22.622 -135057
22.712 -136498
22.802 -138006
22.922 -139678
22.982 -141618
23.072 -143805
23.162 -146338
23.252 -149038
23.342 -151739
23.432 -154462
23.492 -157154
23.582 -159243
23.672 -160848
23.762 -162379
23.852 -163846
23.942 -165134
24.032 -166182
24.152 -167401
24.212 -168630
24.302 -169691
24.362 -170847
24.452 -172100
24.542 -173603
24.632 -175581
24.722 -177452
24.842 -179126
24.902 -180696
24.992 -182057
25.112 -183189
25.172 -184175
25.262 -185108
25.322 -186103
25.412 -187045
25.502 -187932
25.592 -188821
25.682 -189740
25.772 -190631
25.862 -191499
25.952 -192237
26.042 -192937
26.132 -193591
26.222 -194091
26.282 -194232
26.372 -194210
26.462 -194193
26.552 -194171
26.642 -194231
26.732 -194242
26.822 -194178
26.912 -194200
27.002 -194237
27.092 -194247
27.182 -194266
27.272 -194235
27.332 -194262
27.422 -194308
27.512 -194286
27.602 -194281
27.692 -194226
27.782 -194236
27.872 -194263
27.962 -194267
28.052 -194286
28.142 -194245
28.202 -194252
28.292 -194298
28.382 -194288
28.472 -194307
28.562 -194296
28.652 -194272
28.742 -194292
28.832 -194276
28.922 -194240
29.012 -194258
29.102 -194258
29.162 -194290
29.252 -194269
29.342 -194281
29.432 -194264
29.522 -194250
29.612 -194236
29.702 -193832
29.792 -192711
29.882 -193280
29.972 -193166
30.062 -192336
30.122 -196179
30.212 -176794
30.302 -125905
30.392 -44890
30.482 -10386
30.602 -8918
30.663 -8935
30.782 -8873
30.842 -8916
30.932 -8914
30.992 -8968
31.083 -8955
31.173 -8965
31.262 -8935
31.352 -8887
31.442 -8932
31.533 -8931
31.623 -8869
31.713 -8910
31.802 -8912
31.893 -8899
31.983 -8915
32.043 -8930
32.133 -8959
32.223 -8943
32.313 -8878
32.403 -8904
32.493 -8910
